Tag;Parts_Id;01/05/2020;01/06/2020;01/07/2020;01/08/2020;01/09/2020;01/10/2020;01/11/2020;01/12/2020;01/01/2021;01/02/2021;01/03/2021;01/04/2021;01/05/2021;01/06/2021;01/07/2021;01/08/2021;01/09/2021;01/10/2021;01/11/2021;01/12/2021;01/01/2022;01/02/2022;01/03/2022;01/04/2022;01/05/2022;01/06/2022;01/07/2022;01/08/2022;01/09/2022;01/10/2022;01/11/2022;01/12/2022;01/01/2023;01/02/2023;01/03/2023;01/04/2023
Secchi;3626;1328;124;158;30;94;98;64;6;42;42;16;32;90;198;94;12;110;46;222;36;6;106;66;74;422;82;98;170;98;238;106;108;78;136;122;96
Secchi;3627;166;714;1394;1410;1458;706;364;316;430;684;926;440;902;1400;1366;1184;1168;1330;1158;782;660;1218;1372;928;1682;1342;1728;712;912;1328;1568;698;650;736;1132;2068
Secchi;3628;28;104;100;168;208;58;48;46;52;56;58;52;190;282;106;36;172;138;114;102;54;96;204;172;446;162;284;158;186;200;298;170;74;48;168;232
Secchi;3629;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;322;256;96;246;76;154;90;34;110;224;14;28;46;180;48
Secchi;3721;100;NULL;3100;1000;370;1250;187.5;NULL;NULL;1425;1325;3075;NULL;350;67.5;NULL;200;NULL;NULL;240;NULL;NULL;2187.5;2600;375;NULL;1155;2262.5;NULL;NULL;165;NULL;NULL;2357.5;1072.5;NULL
Secchi;3735;NULL;NULL;NULL;NULL;125;NULL;NULL;NULL;165;NULL;247.5;412.5;342.5;NULL;330;NULL;NULL;NULL;NULL;825;NULL;NULL;NULL;NULL;NULL;495;330;NULL;NULL;495;165;165;165;NULL;165;247.5
Secchi;3736;NULL;NULL;NULL;NULL;175;NULL;NULL;NULL;82.5;NULL;80;412.5;507.5;165;330;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;330;NULL;330;NULL;NULL;330;330;165;NULL;NULL;NULL;NULL;NULL
Secchi;3737;NULL;NULL;125;NULL;125;250;NULL;150;NULL;NULL;82.5;165;95;NULL;330;165;247.5;165;NULL;NULL;NULL;NULL;NULL;330;NULL;330;NULL;330;165;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3738;3144;13551;27231;17862;13971;9006;4800;6483;4872;7842;6078;9429;24186;31167;28431;21327;20067;13503;19824;13461;7584;16008;22206;30189;19068;32643;31092;20823;13329;19461;18510;15522;12525;14505;26496;31020
Secchi;3769;NULL;NULL;30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3770;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;60;NULL;60;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3771;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;60;NULL;30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;3266;1036.8;1036.8;2682.72;518.4;324;198.72;NULL;480.48;665.28;147.84;887.04;221.76;554.4;147.84;813.12;480.48;110.88;591.36;369.6;887.04;NULL;1034.88;517.44;332.64;960.96;NULL;628.32;406.56;184.8;1256.64;258.72;591.36;776.16;332.64;739.2;554.4
Vasi;3268;907.2;518.4;2289.6;NULL;NULL;887.04;184.8;1367.52;258.72;480.48;960.96;960.96;887.04;NULL;628.32;1108.8;184.8;1737.12;702.24;2661.12;73.92;1478.4;1330.56;147.84;1219.68;406.56;813.12;702.24;1071.84;1441.44;628.32;776.16;1108.8;813.12;1256.64;1293.6
Vasi;3270;2462.4;1853.28;465.92;931.84;NULL;1146.88;1899.52;1827.84;465.92;394.24;2257.92;573.44;1254.4;NULL;1182.72;824.32;501.76;1361.92;1146.88;1720.32;35.84;1290.24;2544.64;394.24;1039.36;394.24;896;870.4;1290.24;1469.44;716.8;788.48;1541.12;1111.04;752.64;2114.56
Vasi;3277;1927.8;1008;1008;504;1512;1008;2016;1008;504;504;1512;1008;1008;504;1759.8;NULL;739.2;369.6;1108.8;1478.4;1108.8;NULL;1108.8;1108.8;1058.64;739.2;739.2;739.2;1108.8;369.6;1478.4;739.2;1848;369.6;369.6;1108.8
Vasi;3284;2016;504;504;1008;1008;504;1512;1008;504;504;1008;1008;1008;504;1008;911.4;739.2;NULL;752.4;739.2;1108.8;NULL;1108.8;369.6;1108.8;369.6;739.2;NULL;739.2;369.6;739.2;739.2;1478.4;NULL;369.6;739.2
Vasi;3375;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;979.2;1468.8;1607.52;489.6;489.6;979.2;1958.4;489.6;1468.8;NULL;489.6;489.6;3427.2;489.6;NULL;979.2;979.2;489.6;979.2
Vasi;3377;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;979.2;979.2;979.2;489.6;489.6;489.6;1958.4;NULL;979.2;NULL;NULL;979.2;2937.6;NULL;NULL;489.6;979.2;489.6;489.6
Vasi;3384;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;475.2;NULL;237.6;190.08;570.24;NULL;NULL;142.56;237.6;285.12;237.6;190.08;47.52;463.32;237.6;142.56;285.12;190.08;380.16;760.32;380.16;332.64
Secchi;3660;8;392;40;24;336;56;336;8;NULL;360;NULL;336;64;8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3661;NULL;416;24;416;NULL;NULL;NULL;336;NULL;120;8;336;88;NULL;160;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3662;336;416;280;496;336;496;336;NULL;336;544;NULL;336;456;NULL;24;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3663;NULL;336;NULL;160;320;496;NULL;NULL;NULL;496;NULL;NULL;120;NULL;160;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3679;346;158;654;104;184;80;106;422;122;90;98;326;466;64;164;278;320;104;344;110;110;52;1344;506;242;700;180;114;650;254;396;192;268;308;176;198
Secchi;3680;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;528;576;NULL;576;NULL;NULL;1152;NULL;NULL;NULL;1152;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2136;NULL;NULL;NULL
Secchi;3693;1990;2555;8635;4692.5;3185;1867.5;1035;1095;125;725;525;740;3512.5;6385;9307.5;3912.5;5285;4460;3717.5;2935;2197.5;4622.5;3407.5;4147.5;3465;6132.5;6370;6677.5;4432.5;2175;3535;2625;3607.5;3922.5;2267.5;4035
Secchi;3694;220;1227.6;1452;3205.4;1555.4;242;1016.4;NULL;193.6;145.2;35.2;50.6;1749;2609.2;4043.6;994.4;1212.2;1548.8;1491.6;1137.4;1016.4;1020.8;1889.8;710.6;770;2591.6;4637.6;2136.2;1172.6;1108.8;2061.4;1005.4;1592.8;1960.2;580.8;11
Secchi;3772;NULL;NULL;30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;150;NULL;90;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3802;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;594;648;NULL;NULL;594;NULL;594;NULL;NULL;594;594;NULL;594;NULL;NULL;594;NULL;NULL;594;NULL;NULL;594;NULL
Secchi;3803;NULL;3024;2160;2160;3024;2160;NULL;2160;NULL;3024;NULL;2592;3876;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3804;NULL;432;864;432;432;432;NULL;432;432;NULL;432;432;204;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3805;NULL;1296;432;864;864;432;432;432;NULL;432;432;864;864;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3818;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1374;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1527;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3819;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1539;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3822;747;2862;4755;2508;1917;1818;369;1503;405;1290;1800;1635;2649;4470;3417;357;3795;1827;1980;2196;2379;1689;3168;1458;3996;4494;3420;2277;3015;1836;2784;1782;3069;6084;2709;1269
Secchi;3695;247.5;972.5;1225;917.5;1387.5;557.5;262.5;455;380;287.5;595;350;1385;1647.5;2510;240;1447.5;1027.5;337.5;1460;620;862.5;1615;1165;1270;1847.5;1762.5;1537.5;1110;1005;682.5;887.5;1087.5;972.5;1015;2647.5
Secchi;3696;1075;2410;4587.5;8012.5;4175;3707.5;915;1130;330;845;835;2150;3492.5;7095;7642.5;3905;5467.5;9570;4250;5782.5;1167.5;2915;6025;6255;5187.5;7265;5407.5;13110;10322.5;6060;8002.5;6887.5;1025;3630;2227.5;4285
Secchi;3710;NULL;488.7;197.1;572.4;475.2;237.6;172.8;307.8;156.6;2.7;194.4;256.5;758.7;553.5;529.2;456.3;882.9;504.9;477.9;526.5;413.1;205.2;418.5;623.7;1004.4;569.7;367.2;386.1;842.4;631.8;688.5;313.2;823.5;329.4;969.3;545.4
Secchi;3711;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;135;NULL;NULL;NULL;NULL;324;NULL;NULL;270;NULL;NULL;NULL;27;NULL;NULL;135;NULL;NULL;NULL;NULL;623.7;NULL;NULL
Secchi;3713;7.2;271.2;199.2;72;247.2;160.8;129.6;141.6;151.2;98.4;232.8;127.2;355.2;381.6;158.4;52.8;211.2;528;165.6;302.4;228;218.4;237.6;204;148.8;196.8;62.4;230.4;352.8;456;936;211.2;451.2;470.4;1070.4;489.6
Secchi;3730;NULL;NULL;NULL;NULL;NULL;NULL;8991;812.7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;9450;NULL;NULL;NULL;NULL;NULL;NULL;10605.6;NULL;NULL;NULL;NULL;NULL;11186.1;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3743;3753;6330;10449;8763;7380;5178;5352;2997;1071;4968;4917;3759;9348;18177;14613;10092;7536;6621;9324;5436;4065;8970;10074;14025;11958;20739;12879;11883;8160;8547;10170;6927;9342;8376;15213;12462
Secchi;3744;1350;3915;11607;9642;4647;3834;1107;1560;855;3771;1908;2157;10221;15033;11700;10962;8322;5325;8229;5880;3882;8340;7779;13146;8220;14583;14232;11487;4824;6444;9327;7224;5967;7116;11112;9534
Vasi;3386;3326.4;8139.6;3427.2;3855.6;2998.8;10752;3855.6;4712.4;856.8;3855.6;5670;5744.64;4536.96;3427.2;10281.6;1632;12076.8;489.6;489.6;8323.2;979.2;4406.4;6854.4;10771.2;8388.48;NULL;979.2;6854.4;5324.4;3427.2;4406.4;9302.4;489.6;3427.2;5875.2;4406.4
Vasi;3393;2203.2;3084.48;2643.84;1321.92;1321.92;2203.2;2643.84;3084.48;440.64;1321.92;2056.32;2797.2;7282.8;357;1512;1512;1512;3024;1008;3528;1512;3024;4460.4;4363.8;4032;NULL;2520;2520;3024;3528;4536;3528;4032;5040;4762.8;7056
Vasi;3395;NULL;NULL;NULL;2154.24;2443.92;NULL;979.2;391.68;881.28;979.2;489.6;489.6;NULL;NULL;NULL;489.6;1224;NULL;NULL;489.6;489.6;1860.48;NULL;489.6;NULL;979.2;NULL;NULL;NULL;489.6;1762.56;NULL;NULL;1468.8;NULL;NULL
Vasi;3400;NULL;NULL;NULL;2217.6;1877.4;NULL;504;NULL;504;NULL;1008;504;504;1008;NULL;NULL;1008;1512;NULL;907.2;NULL;504;1512;NULL;504;504;NULL;1008;403.2;504;1008;504;504;504;974.4;NULL
Vasi;3402;NULL;NULL;NULL;1421.64;2376;NULL;950.4;950.4;950.4;403.92;950.4;475.2;3694.68;1425.6;NULL;NULL;950.4;1425.6;NULL;475.2;475.2;475.2;1805.76;NULL;475.2;475.2;475.2;950.4;380.16;475.2;950.4;950.4;475.2;855.36;736.56;1425.6
Vasi;3409;NULL;NULL;NULL;NULL;NULL;8323.2;979.2;NULL;881.28;4406.4;3916.8;3427.2;3916.8;3916.8;2448;5385.6;2448;4406.4;3916.8;5328.48;1468.8;2448;4896;2937.6;2937.6;2448;1468.8;2448;2937.6;4406.4;2819.28;6854.4;2448;5385.6;3011.04;4406.4
Vasi;3411;NULL;NULL;NULL;NULL;1958.4;5385.6;979.2;1370.88;1370.88;1468.8;2839.68;NULL;1860.48;979.2;489.6;2839.68;1468.8;489.6;3720.96;489.6;1370.88;979.2;2741.76;979.2;1468.8;881.28;1175.04;1468.8;1175.04;1860.48;1958.4;1860.48;1860.48;1468.8;979.2;1860.48
Secchi;3623;80;96;144;124;64;120;30;28;44;46;54;28;148;160;124;272;266;644;894;862;40;154;278;636;408;200;254;770;188;298;1414;198;160;248;352;914
Secchi;3852;2970;4455;4455;4455;4950;5445;3465;3465;3465;2772;5049;3960;2970;6930;4455;5940;8589;5445;4257;3960;5445;5940;3465;5940;7920;4950;4950;4950;2475;5445;3465;2475;3564;3465;4950;4158
Secchi;3853;2475;3465;5445;2970;4455;4950;2970;2475;2970;1980;3564;3960;2970;4059;5940;5940;3465;3960;4653;3465;3960;4950;2970;5445;5445;4950;4950;4455;4455;6435;4455;2673;4950;4455;7920;5445
Secchi;3854;1980;2970;3960;4950;5445;5445;4257;1485;3960;2970;3960;2970;3960;6732;5940;5445;5826;8823;7425;3465;5940;4950;4455;8415;7920;7920;9405;5940;6144;8121;6930;9405;7116;5544;5940;8910
Secchi;3855;NULL;1188;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2376;594;NULL;NULL;591;NULL;NULL;1191;NULL;1188;NULL;1188;594;NULL;1188;1188;NULL;NULL;NULL;NULL;594;594
Secchi;3869;501;804;1233;807;1332;1662;645;552;1401;981;1062;594;561;1632;924;1146;2031;1509;1875;786;1053;1233;2829;807;663;1524;708;825;1362;1443;1569;1965;873;1005;1449;1746
Secchi;3870;363;966;1224;816;1050;1659;1044;660;1674;591;246;561;486;1230;726;474;2142;690;2871;966;759;282;876;609;1344;1272;960;1917;948;753;1938;1098;1446;984;1140;1146
Secchi;3871;2475;3762;4158;4218;4089;4653;2604;3396;2772;3792;3297;1881;3198;2406;5970;3678;4803;3366;5148;792;4653;3069;5178;4674;4416;4812;4356;5445;3168;4653;4950;3168;6417;4158;6069;6687
Secchi;3872;990;2772;1545;2277;2772;2673;1287;1683;1683;2277;2391;1782;1401;1119;3738;2169;3411;2178;4158;270;2475;1782;2802;2976;2277;4158;3663;2970;3168;2475;3147;1980;2772;2475;4950;3366
Secchi;3745;675;1875;3600;5319;1881;1791;1542;2919;492;1485;1410;813;2817;4152;3501;3873;2709;3078;4089;2184;1524;3966;1332;2271;2559;4149;3153;3693;2802;2427;3657;3549;4743;1818;3591;3714
Secchi;3746;2706;5922;6687;4554;5535;3450;2424;3402;2325;5424;2874;4296;8328;11307;8088;6858;6501;4599;6690;3255;4038;6936;5250;10515;6186;9174;10380;6738;3513;3735;5247;4341;3252;5292;6684;8682
Secchi;3777;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;450;NULL;NULL;NULL;NULL;150;NULL;NULL;90;NULL;150;NULL;690;NULL;NULL;330;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3778;4326;3915;4005;5082;4203;5367;3834;4299;4125;4542;6102;4992;4059;4749;4641;3750;4026;4377;6114;1254;5841;4302;6330;4107;5922;3168;6489;3390;4326;4422;5763;2739;5286;4527;5901;3717
Secchi;3779;678;162;795;888;459;807;735;90;696;138;852;276;846;729;930;276;822;1368;375;660;699;729;384;789;852;1221;1071;594;405;912;837;756;243;873;903;1128
Secchi;3780;3723;3486;3795;5856;2673;4605;3993;3282;4239;4200;5892;4755;2046;4767;3729;4263;3453;4833;5178;2319;4119;3054;6609;3462;5067;4128;5655;3858;2202;4227;6489;4242;3429;4815;5223;4542
Secchi;3794;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;594;NULL;2970;2514;3003;2970;1188;594;2376;2970;2970;3564;1782;1782;1782;2970;2376;2721;3564;594;2970;2970;2970
Secchi;3795;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;594;564;594;594;594;1188;1104;NULL;NULL;1188;594;594;1188;594;NULL;594;594;1188;594;NULL;1188;594;594
Secchi;3625;86;288;496;38;420;352;158;218;70;112;312;234;250;546;440;144;142;426;226;226;534;52;898;396;414;534;122;440;298;658;986;314;296;488;1014;448
Secchi;3648;160;388;1054;290;254;444;94;134;76;398;86;282;256;766;150;452;1008;278;542;162;134;314;716;650;948;464;524;660;544;802;340;396;300;496;358;460
Secchi;3650;152;280;768;186;352;388;142;30;68;466;132;314;388;868;432;752;1410;362;704;160;66;354;1052;352;1292;768;1098;1020;268;1258;554;88;366;290;892;138
Secchi;3657;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;240;NULL;NULL;NULL;NULL;NULL;240;NULL;NULL;NULL;NULL;NULL;40;NULL;NULL;NULL;420;270;NULL;NULL;NULL;NULL;NULL;60;NULL;NULL
Secchi;3659;336;776;696;336;752;928;336;1032;24;736;344;720;688;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3664;NULL;336;NULL;NULL;NULL;352;NULL;336;NULL;NULL;NULL;336;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3666;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;488;232;130;316;50;144;26;306;98;192;84;94;120;110;76
Secchi;3684;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1192;NULL;66;944;488;164;264;750;78;332;462;870;1868;1632;800;1328;1368;1492;944;606;140;1668;1188;1650;1584
Secchi;3796;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;594;915;594;612;1785;594;594;NULL;594;1188;594;1188;594;1188;585;NULL;594;1188;594;594;1188;594;1188
Secchi;3797;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;594;1032;594;594;660;1188;330;594;NULL;1188;594;1188;594;1188;591;594;NULL;1188;1188;NULL;NULL;594;594
Secchi;3810;432;NULL;432;864;NULL;432;NULL;432;NULL;72;432;432;432;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3811;NULL;432;NULL;432;432;432;NULL;NULL;432;NULL;NULL;432;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3812;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;999;1857;1134;NULL;NULL;NULL;NULL;1368;NULL;1047;NULL;1590;NULL;1416;1392;NULL;NULL;1404;NULL;1401;NULL;1395;NULL;NULL;1464;NULL;NULL;1443
Secchi;3813;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2706;NULL;NULL;NULL;1491;NULL;NULL;1518;NULL;1575;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1470;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3844;5445;9900;8415;9900;10395;9900;9900;5445;8415;6930;10494;12375;8910;10890;12870;9768;12123;13998;15840;4788;13986;10890;11880;14850;21285;16908;15840;11385;13365;21285;11880;11385;14850;14355;17820;18810
Secchi;3845;11385;19800;12375;14355;15345;13860;15840;11385;10890;10890;17523;14355;16830;19305;21426;15387;22644;20445;23946;13365;16830;14850;20790;21780;24255;24750;18810;17310;16830;23265;16830;15345;21285;17820;25245;25245
Secchi;3689;457.5;1197.5;1127.5;1195;1325;957.5;535;667.5;650;370;820;620;1670;2347.5;2115;1725;1330;1417.5;935;1062.5;1342.5;1300;1345;1517.5;1712.5;2800;2625;2130;1030;1087.5;1635;952.5;1267.5;995;1222.5;1645
Secchi;3691;345;1602.5;3700;2672.5;3177.5;1537.5;212.5;537.5;475;795;920;885;2442.5;3295;4257.5;3017.5;3085;2540;3357.5;2687.5;1435;1360;2905;2720;2072.5;5117.5;4415;3722.5;2742.5;2607.5;2945;2597.5;1925;2587.5;3305;2730
Secchi;3698;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3700;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;720;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;360;NULL;NULL;NULL;NULL;NULL;NULL;NULL;720;NULL;NULL;NULL
Secchi;3707;154.1;167.9;59.8;204.7;1860.7;108.1;133.4;69;96.6;4.6;404.8;85.1;135.7;328.9;356.5;163.3;441.6;292.1;331.2;172.5;133.4;287.5;211.6;393.3;292.1;71.3;75.9;46;200.1;255.3;80.5;294.4;112.7;103.5;73.6;294.4
Secchi;3709;772.2;197.6;304.2;358.8;509.6;533;881.4;257.4;114.4;127.4;1180.4;366.6;231.4;1229.8;507;1430;1437.8;1492.4;704.6;436.8;751.4;540.8;1443;332.8;1099.8;382.2;1323.4;1112.8;652.6;1029.6;1027;936;1266.2;865.8;2537.6;1557.4
Secchi;3714;NULL;12;134.4;26.4;40.8;48;110.4;62.4;105.6;79.2;55.2;57.6;134.4;484.8;187.2;33.6;26.4;175.2;33.6;127.2;91.2;62.4;79.2;165.6;7.2;98.4;NULL;182.4;192;194.4;295.2;72;117.6;62.4;256.8;146.4
Secchi;3716;31.2;168;110.4;64.8;218.4;105.6;96;38.4;115.2;52.8;96;62.4;216;148.8;129.6;122.4;64.8;333.6;100.8;156;60;28.8;120;321.6;187.2;64.8;62.4;160.8;254.4;242.4;432;21.6;271.2;232.8;247.2;184.8
Secchi;3885;2376;5352;3174;4950;4257;6435;2376;4950;4356;2871;4752;3267;4770;4554;5247;4257;4752;4158;7227;2172;4065;4158;4869;5049;5445;4455;6336;6732;3465;4554;6534;3762;5742;5247;5544;3366
Secchi;3886;14454;17820;22770;20691;23760;18810;14652;18315;13068;15939;18315;15741;20097;21087;25740;16089;25176;20394;28410;6732;21453;20394;26037;25839;30411;25839;23067;26928;22572;27918;18513;20052;29604;21216;29799;23364
Secchi;3887;4752;4851;4257;5346;6039;3861;4455;4356;3762;6237;3168;3465;5148;7326;5445;4356;6237;4059;7524;2772;3366;6930;6534;4950;5346;7425;6039;6633;6579;6435;5940;4257;4653;5148;5940;5049
Secchi;3888;5148;6633;8811;6930;8613;7920;5346;6831;3366;5643;7722;4851;7128;8706;8514;7821;9306;9405;9999;5346;3564;8415;9306;7425;8514;7128;9744;6237;9999;5841;6831;7722;8910;5988;7029;8910
Secchi;3889;2079;2970;3861;2808;5247;5346;2772;4059;693;3465;3564;2475;1515;6636;4455;3762;6732;5883;6186;2376;3069;4950;6732;4752;5247;6435;6336;5247;4554;7326;4113;7326;4059;3099;6039;6435
Secchi;3902;NULL;NULL;NULL;4158;NULL;NULL;4743;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4158;NULL;NULL;4158;NULL;NULL;1782;5346;NULL;15444;NULL;NULL;19602;NULL;NULL;NULL;16980;NULL;9801;NULL;12474
Secchi;3903;NULL;NULL;NULL;NULL;1782;NULL;1782;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5346;NULL;NULL;NULL;NULL;NULL;NULL;1782;4752;4158;NULL;14850;NULL;NULL;NULL;NULL;NULL;11880;2826;NULL;1188;10428
Secchi;3904;NULL;1188;NULL;NULL;1188;NULL;1188;NULL;1776;NULL;NULL;1776;1188;NULL;NULL;1188;594;594;NULL;594;1188;594;594;594;1188;594;594;NULL;1188;594;NULL;NULL;1188;594;594;594
Secchi;3846;1980;5049;3960;4950;4950;3960;3663;4455;4455;2475;5445;3960;5643;6237;6204;5814;7392;7920;8415;4455;6435;7425;5148;3663;5445;11385;7425;5940;5940;9900;4455;4950;4455;6435;6435;6435
Secchi;3847;15345;13365;14850;11880;17820;13860;11880;14355;9900;9405;16830;12870;16335;12375;16830;19305;12417;16830;15345;11385;14355;12375;15345;19800;20295;15345;16335;11880;14355;19800;11880;10890;14850;15840;18810;17325
Secchi;3860;1116;2037;2232;4008;2466;2298;1800;1617;2307;1848;2877;1584;2091;1803;6054;1737;6198;2952;3006;1320;1776;3399;5463;1974;3285;3360;2181;3594;3015;1485;2910;1797;4578;2667;5145;3744
Secchi;3861;99;237;669;42;363;801;99;6;72;129;213;198;324;222;525;159;507;390;405;132;216;279;507;459;450;153;720;615;459;243;345;321;639;249;549;390
Secchi;3862;2040;2304;5250;4500;6273;4482;2613;1497;4680;5643;3459;3894;6648;6816;10614;4770;5787;6429;5193;3993;2766;3153;6867;5169;7776;8556;4431;7278;7788;4824;6558;4899;7527;5193;11058;10389
Secchi;3863;291;903;1521;849;1314;693;366;576;516;750;447;1452;666;1434;1836;1401;1929;1410;2598;1419;1407;393;2430;813;2757;2460;1491;1227;1236;1809;2502;1977;750;1320;2133;1479
